Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212218226.4,196349967.7,184008995.6,191621958.4,184697210,196726077.1,279197696.8,337525870.6,356500026.7,341476764,429622147.7,424108796.6,457388578.9,452881443.1,319189200.4,398461789.6,396053797.6,364445589.7,370106776,382454989.9,351136568.4,378512003.4,425964697.4,546885185,633706149.3,653845122.9,698431827.7,795673128.5,915659192.8,905341090.6,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1178530634,1165839900,1219690025
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.864928957,6.38331701,4.821401883,4.110299989,2.279960777,1.867612167,1.637784181,2.687379404,-3.180256516,5.091236413,-5.395637149,8.530981788,3.006061307,-5.276782997,3.610206432,-1.291688926,4.030153668,1.282515793,1.924408712,10.84787862,2.332907102,2.324944861,2.103871636,1.919659807,2.83754787,2.646955476,0.800042349,3.999971991,3.200113112,3.799933455,4.099846955,3.200272903,4.499874215,2.100006438,1.116140583,3.320680025,3.815702113,3.430764136,1.986109505,4.910777475
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,689.3984895,618.1972869,562.8150253,570.1541215,534.6491149,553.6324027,763.3253505,896.1331714,918.8997605,854.4652011,1043.790659,1000.556291,1047.965144,1008.038469,690.4672501,838.171684,810.5475521,726.0523149,718.1212694,723.1782555,647.4258118,680.9055728,747.9888625,937.7108963,1061.075548,1069.029426,1114.945281,1240.092528,1393.216032,1344.730406,1316.491225,1447.94527,1403.360421,1505.33722,1513.83039,1242.585682,1273.05092,1323.814958,1415.955164,1370.140123,1402.595489
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.664778478,3.348432755,1.969509228,1.287352919,-0.564467392,-1.036644555,-1.298711709,-0.308035306,-6.00850029,2.03755008,-8.135298684,5.40252316,0.067681977,-7.94258955,0.752062982,-3.964515048,1.267511701,-1.356149002,-0.671820693,8.087708026,-0.159075311,-0.116026509,-0.300382846,-0.472396639,0.41719798,0.221484934,-1.587427951,1.530944452,0.743854432,1.324944611,1.612628819,0.735693019,2.013053682,-0.303825605,-1.230860462,0.962061037,1.482339326,1.140261369,-0.239534047,2.654265902
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9633911368,8227200892,10706246371,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,46831342213,50400746171,49868970641
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-10.85137608,21.20069751,5.213990134,-2.440223564,0.997348794,6.775485302,-0.985738661,4.332698464,9.328837439,-0.245056575,6.005018067,0.151135514,8.137275887,3.130585879,-4.981631005,-5.309002081,0.760793602,-5.345291528,0.430088262,2.194912924,2.350524075,-0.457677609,1.411703688,5.541074022,0.467850951,4.717209653,2.675642451,0.470381337,-1.266050636,-6.568310695,-8.421051499,-10.50000856,-13.46905054,-3.899996803,0.69999883,-1.023172642,-5.617046599,-1.624154045,-4.270140831,-6.910927317,-2.100173025,2.947765184,5.577822311,6.738373933,6.135151155,5.320979565,6.259477764,6.225894269,2.85506401,7.107976576,6.87467089,7.086898947,8.481956636,9.470288097,6.91618781,2.399379098,3.726947653,5.8211211,4.384528881,0.773457032
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3139899,197.3913592,235.6335244,377.4298785,170.467005,232.8111278,253.7592087,184.1304392,206.7149511,258.6064767,243.7497809,272.0654295,292.2971255,362.8435642,430.7021578,446.9755403,409.5242253,509.0667703,615.9789076,587.1515848,546.1124995,463.671172,492.5324912,387.5076636,269.8427243,240.7880982,263.8313003,243.0047857,273.1278194,269.5928759,270.1305434,268.2924969,220.3680073,275.8216169,145.0956035,135.8235936,134.9951648,138.9790482,138.5891003,102.5979732,405.2162186,153.5910441,175.009951,173.7961252,194.0400026,218.3862267,255.4330432,286.3304725,327.5637218,298.6196916,334.0215777,387.082477,424.6003738,457.9637475,486.7870951,497.3170391,471.3188225,467.0742317,557.0644117,580.7168605,556.8131853
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-13.07154892,18.15211353,2.525508756,-4.991220368,-1.712515119,3.833399443,-3.768733193,1.380130725,6.261623612,-2.992861805,3.154226763,-2.491403959,5.300099539,0.39205908,-7.55983483,-7.949055814,-2.100737283,-8.027790766,-2.337460667,-0.500830254,-0.228738312,-2.888887927,-1.0395734,2.946716097,-2.092693464,1.977927655,-0.075595124,-2.363401476,-4.278343649,-9.665213356,-11.72687183,-13.91776083,-16.77264485,-7.331022044,-2.505026152,-3.757016918,-7.921215026,-3.867557041,-6.500062765,-9.255088418,-4.774061372,-0.031233235,2.387605672,3.433203146,2.808807555,1.984858623,2.84986165,2.783849498,-0.500569834,3.59883861,3.366413489,3.571784034,4.927569975,5.895884453,3.442618074,-0.907742776,0.401473698,2.461092711,1.110159543,-2.344255623
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853593,2933222714,2684323424,1769365425,2116003978,2540697688,2322718991,1949481297,2353909564,3227927593,2796704577,3034251042,3503723245,4656975223,6647357442,8065134528,8771102025,11602893043,9684321633,13135580695,15634897273,17693924573,17953617927,17889079958,11885478502,10158508345,11109029840,13642740884,12693562948,10884686143
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,8.350726724,5.202308789,-4.029300398,3.816796268,3.676467736,1.358982462,2.116272058,7.631326238,7.548525194,6.358470188,7.753035853,8.617550844,8.231188944,7.885520809,7.731596839,0.916286753,-8.953427981,6.35974701,9.813224739,17.63660548,17.61972247,23.59769996,5.85396284,6.976131056,-1.185660855,-6.861526437,0.189376641,1.766263429,2.599876517,1.000003567,2.395367453,2.611948055,-0.979683209,-5.493075745,3.985324378,4.290481559,-0.624812152,3.73755277,-2.582199358,7.575980395,3.802601899,4.581870061,0.813264076,3.476631621,7.755758978,7.986238363,-6.613994804,6.306375956,11.63728886,9.931265431,2.205919363,9.947153143,-0.712434452,6.716679334,-3.550581765,-10.70209626,-4.373500998,-4.846001061,0.232123661,-7.948712902
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3703364,145.4059788,155.7385272,157.0558661,165.0091659,171.6461416,185.8922552,194.6603356,200.3950179,205.5340294,207.2213002,235.8372808,291.9774924,374.1277029,392.3210842,499.2019558,476.8504788,469.6879304,523.9123291,694.1768268,959.4274975,1088.976699,1146.305648,1080.816288,1098.441641,1051.873692,875.4516702,1058.229422,991.5187054,1042.052007,1187.549772,1124.897863,1178.027111,1048.612991,672.1631948,781.5250117,912.0123512,810.0766444,660.4714774,774.7119448,1032.137542,869.1005017,916.5880378,1028.415222,1326.596688,1834.880014,2153.491743,2262.85441,2892.416962,2336.160957,3073.557784,3557.55617,3923.093509,3883.746848,3776.485568,2447.539308,2039.453223,2173.680253,2601.410483,2359.177309,1972.545246
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,5.767952544,2.632652793,-6.427347074,1.167671529,0.98133847,-1.322186056,-0.627238159,4.694165012,4.566234771,3.362640963,4.676622626,5.48075388,5.08414115,4.745748502,4.604581971,-1.998457135,-11.57196597,3.309204236,6.662985815,14.25776504,14.23388814,20.04073159,2.821956357,3.947363594,-3.942523523,-9.421120487,-2.531165872,-0.976569915,-0.16064042,-1.724726029,-0.376475743,-0.175243583,-3.684882614,-8.094727226,1.097696611,1.359859185,-3.448355487,0.772388578,-5.36456018,4.514999989,0.882969248,1.661302863,-2.043400003,0.424242129,4.415301449,4.457919147,-9.76964775,2.719163465,8.030957925,6.630090033,-0.610460761,7.135091086,-3.129997905,4.14374529,-5.916645656,-12.94132232,-6.800415633,-7.271171441,-2.304014505,-10.24391793
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564044017,9582866263,10486784805,11578594260,11678424512,12614602387,13684255950,14254866288,15013629665,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745712007,37658614803,42762617082,47231651865,50949672206,52016408951,56441917653,58847016045,60516043590,62335931464,63951114302,61520669890
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.879276559,5.442391373,6.898923445,3.659048312,8.190527594,6.969319032,5.650125921,8.473304346,5.491799943,7.503134343,6.778505427,8.178045133,7.708915812,5.54489999,2.10007105,5.517564403,8.904474432,6.267686825,4.939123955,0.751895403,-2.261655507,-7.285568847,2.862992702,8.024107907,0.721601729,5.536250843,4.764533279,3.43214738,5.665975549,3.553063365,2.26565499,9.201103732,7.09719124,4.519028377,4.153953043,1.350459539,5.476165774,7.155308577,4.21481117,3.868718088,3.491169873,3.41687639,4.317179866,4.424599597,3.976666368,7.326695432,8.215131984,4.738174878,-0.873455943,5.360343526,4.40315924,4.882592369,2.494766108,3.542109878,3.652080968,4.204323252,4.157698963,2.05620273,2.167951807,-4.539965917
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3636818,355.0027488,334.3092487,344.3546568,352.3368849,372.2805781,393.4806843,412.2351064,442.7796087,474.7953039,533.0915649,568.0964468,636.9050523,767.3271288,816.0368625,936.3368228,1122.807632,1393.000516,1555.540411,1734.61797,2021.548779,1068.502425,1032.997004,1213.55646,1373.939261,1432.081248,1572.455025,1571.29231,1558.505869,1727.870961,1831.000151,2247.373379,2605.805225,2841.64278,3031.888771,3265.693381,3215.105688,3391.977736,3597.43451,3668.80207,3789.053888,3960.307703,4042.705686,4147.824369,4404.711884,4676.379366,5227.465952,6103.741917,6901.388306,6801.036735,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12468.57529,12669.70608,12076.81451
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-1.838334118,1.605376659,3.072637288,0.065376854,4.597928877,3.572338488,2.433066754,5.311131472,2.546241036,4.622466949,4.037063034,5.501874192,5.095172277,2.975325754,-0.432409871,2.841420447,6.093156216,3.484293585,2.164244942,-1.92556377,-4.873484978,-9.775423012,0.099750884,5.137012771,-1.946635457,2.775047325,2.055009271,0.774638175,2.951044438,0.883400994,-0.373861097,6.395356141,4.37321863,1.904231275,1.607185073,-1.072474155,3.020289315,4.762528584,2.027882309,1.851802693,1.651631397,1.731106372,2.735632301,2.914440846,2.512478291,5.846817278,6.760552891,3.365398682,-2.136805798,4.056807725,3.147663007,3.653958913,1.325289728,2.391709165,2.531383287,3.108306775,3.092566338,1.045978719,1.193992798,-5.412335669
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034,1082922892,1281281246,1361360157,1455482990,1584128262,1849400600,2508421235,3070151901,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,12139234939,11722142706,12612033729,12376639823,10743706069,11202353585,12405208665,15340993079,16584164236,17091723906,17816714954,20370544322,24322959641,24375209178,24908781285,25414875503,26789047555,31273074528,35363533866,45814637971,47964234560,51588158718,58011466451,58539424930,61348579465
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,9.932555156,1.22699449,14.49035586,17.61308783,-3.109654273,11.57735969,4.598151785,12.54824864,9.539218771,10.37503184,9.456637661,4.236625012,5.939197536,4.327380857,8.252886369,12.91639744,7.314459155,10.90945365,2.394407464,-10.95769727,3.500498907,0.200822352,-3.900240442,-2.701261434,4.501223175,3.259348767,-0.348972909,1.136483964,2.948004945,-1.095908411,0.040925168,-0.244560612,-0.1924851,0.811206685,7.125744724,7.729327422,3.743553144,4.930679628,1.617527443,-2.068400057,0.121371916,-1.667642138,-1.359535943,1.23177284,1.721247367,1.515842363,1.765036784,2.542841476,3.251453718,2.017638592,-4.387254789,10.7065041,8.889421302,8.79407739,8.84285995,7.179207824,7.359638088,6.89028432,6.231709513,1.816441461
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8996328,170.2430505,171.1286396,194.2125298,226.2270418,217.6024415,233.6149055,238.3104877,271.8533455,277.9721279,285.2730343,297.2803606,331.6700101,429.4129337,501.5526782,607.2350017,694.3832471,891.6346023,1074.862008,1189.568397,1266.623877,1004.634373,863.3334326,747.7561819,717.8976675,703.5195152,888.5285805,942.9310075,924.3272452,848.2895443,905.3220195,848.7531159,870.4807017,832.2830587,605.2633669,774.6713757,827.7621185,774.7270681,809.0130515,771.968406,652.9278678,664.708695,719.9129843,871.6665008,922.8552737,931.2000763,949.9758279,1062.556918,1240.614893,1215.166785,1213.113,1208.583199,1243.273487,1415.871694,1561.464413,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,6.058160065,-2.510109867,10.1699309,13.19961909,-6.672564042,7.584348225,0.905011376,8.513390437,5.416269283,5.948841784,4.800750518,-0.38616176,1.124438117,-0.441042045,3.338363486,7.845043681,2.540968242,6.024003112,-2.077337066,-14.81176447,-0.939028114,-4.043878612,-7.892941055,-6.633629641,0.412072638,-0.638337338,-3.990297918,-2.478370913,-0.701063644,-4.599431373,-3.49972971,-3.748372837,-3.645910285,-2.592852047,3.622816758,4.31077039,0.551513753,1.842995442,-1.191343795,-4.580494213,-2.245268247,-3.827633619,-3.422478473,-0.857476459,-0.407002694,-0.651432027,-0.444962478,0.271231604,0.916723776,-0.336415026,-6.641132151,8.042337076,6.225702078,6.103171978,6.131993634,4.495184281,4.658899564,4.19662142,3.557682501,-0.73770878
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22534512415,23846613059,23869311079,25562732258,23456897701,21633759451,23054778851,26813968851,34682900713,41587470547,45376744002,50423077102,60073426977,70234425974,62600093959,59918313669,62537851352,56580819624,58194069434,57639588806,49525747504,51601147666,55481644098,61375222347,60752588976,55966581780
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.90533971,6.203341583,2.290762788,-0.948053455,2.861746843,2.957710083,5.67815671,5.635798518,4.154576856,4.308493379,4.993287632,5.067625135,1.8934529,-7.323537319,-1.31656298,-0.198369263,-2.391774269,-0.447092177,-0.341452517,2.431888573,3.498134992,3.439217352,2.807609701,2.858925968,-8.367378217
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4877.568417,5232.85176,5263.447002,5640.328953,5198.092739,4841.606375,5362.022897,6232.655595,8059.420173,9661.169574,10527.89268,11695.94466,13937.44839,16296.80592,14540.6416,13949.3265,14609.52435,13258.35985,13674.4178,13599.40978,11781.73479,12361.48383,13451.62495,15014.08502,14944.35622,13828.4695
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.36788061,6.722704991,2.35362053,-0.519192439,3.881431966,6.996382927,5.615960924,5.605728368,4.125517328,4.174300539,4.968592836,5.090587715,1.905558009,-7.226150399,-1.092473909,0.146805607,-2.092972505,-0.169441845,0.065327718,3.279516762,4.223478737,4.688604235,3.730298166,3.430497562,-7.958640393
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.0005E+11,1.03131E+11,..
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,8.583859012,4.826685845,3.434488533,0.984491816,9.476426069,5.427960463,8.709502857,6.595998567,1.088183302,-4.849442952,19.68833433,8.918234965,5.411470724,7.929716515,1.596674599,0.095303386,-2.402172538,3.705539907,0.680083233,-2.948564945,-10.69269711,-11.58060308,-14.87818069,0.71693031,2.457201172,7.838749659,2.783425042,0.159146052,6.188755304,5.914760174,3.185029904,1.424821261,3.792740223,5.77053807,11.20165642,12.06586311,7.262136966,4.116828042,1.451305431,2.390352297,2.802300836,3.014900289,2.747602563,1.047576632,4.438141959,0.513761468,1.809054399,2.248480393,-0.217448488,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,653.4269532,779.7237894,901.3671044,1088.126973,1223.691349,1379.081841,1443.302433,1472.729582,1835.111536,2000.280189,2021.724635,2035.607231,2107.932429,2224.653486,2396.353662,2269.825219,2378.910723,2451.132999,2640.918422,2572.691695,2703.168294,2278.210387,2057.103595,2073.093712,2624.757035,2794.738808,2286.929054,2308.146615,2331.462691,2558.904101,2747.100303,2837.73573,2999.241763,3197.133185,3395.710843,3786.66345,4683.569067,5208.718388,5411.269492,5529.669375,5730.354264,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9099.673146,..
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,6.67922767,3.000158331,1.705150503,-0.555409218,8.022008207,4.239022379,7.673182736,5.742028606,0.398427339,-5.415615148,19.09062363,8.464353926,4.97859029,7.388026481,0.930032288,-0.749814854,-3.377055444,2.599675323,-0.340216383,-3.800470141,-11.33318745,-12.09822008,-15.29573813,0.260210818,1.98872978,7.335610565,2.311629113,-0.285235231,5.748401446,5.517333145,2.831491929,1.107967859,3.519873983,5.571376329,11.09089503,12.06929637,7.358653772,4.247861543,1.544057101,2.398360498,2.703145906,2.827842758,2.514381705,0.831422267,4.273361609,0.422151607,1.771820723,2.258481461,-0.176403187,..
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3038699609,3131096089,3147616201,3158406034,3151910782,3122287933,3116610112,3127908045,3101787709,..
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.695752956,0.397065105,0.288184819,0.208461863,0.676426257,1.63593427,2.469962305,2.188044622,-0.53130945,0.08230596,0.612608577,-0.138917069,-0.794106769,-1.138838621,0.278694931,-0.986569701,-1.73976542,-2.166131078,-3.4,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19630.89349,19701.27038,..
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.007946789,0.274293259,-1.758683522,-1.505339407,-1.858439086,-0.9409622,0.466172919,0.910343817,-1.176897717,-1.176269268,-0.806884969,-0.964264113,-1.912431969,-2.462195476,-1.035883986,-2.030879105,-2.05324118,-1.650976838,-2.237297781,..
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23156850007,19842404305,20953442550,22729184365,25309818139,24949065264,23804340377
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.26629219,16.36200095,7.777403359,9.905569384,5.753244701,2.516998441,6.021708985,5.582181702,8.757894384,4.882540772,3.70395029,7.065250812,8.646777846,7.947425531,7.403999506,0.739501203,9.399999016,0.700000488,5.899998701,8.362469305,1.248581576,2.64089464,6.110846746,4.997960422,5.965310315,3.952560541,3.722956499,2.623286123,5.026343926,4.853003838,4.713828666,5.098068453,3.646811991,-2.015262359,2.014695707,0.401437941,-3.446822086,-6.553078255,-1.829309109,3.21856901,6.438058481,5.154777146,5.240747828,3.075791962,-5.103479519
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27163.33297,23408.33668,24605.92083,26444.07438,29089.47133,28288.46158,26623.80089
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.24487234,16.3479758,7.378347628,9.054349603,4.610640152,0.828826187,4.774511459,4.715044666,7.357755273,3.615236622,2.52140639,5.907273388,7.500785644,6.419510629,5.13996947,-1.834742998,6.527835089,-1.702627589,3.732201014,6.415539036,-0.352385602,1.196224552,4.81774391,3.829600465,4.844161198,2.838122661,2.54106759,1.383618051,3.630811322,3.353765178,2.981298759,2.884107512,1.076565215,-4.610654068,-0.618672408,-2.127828575,-4.906834837,-6.335598219,-0.742815124,3.807927381,5.95096582,4.181184105,3.96477325,1.686881101,-6.392824034
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,1.0009E+11,1.19814E+11,1.37143E+11,1.56264E+11,1.90184E+11,2.36816E+11,2.07434E+11,2.0907E+11,2.29563E+11,2.08858E+11,2.11686E+11,2.09359E+11,1.88033E+11,1.96272E+11,2.18629E+11,2.4895E+11,2.52498E+11,2.45349E+11
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.61494233,-0.50654237,0.061904269,2.909309433,6.500813529,4.265416645,-0.518331043,-0.356566596,1.384148943,4.001028635,3.042976563,1.569855328,3.583688459,4.814261001,6.60161753,6.766932681,5.570338859,2.686411951,-4.657331092,2.434902159,1.760359624,-0.785004299,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.198656101,3.029478257,-5.793571284
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23660.14881,22932.22497
