Attrition,Age,BusinessTravel,MaritalStatus,DistanceFromHome,Education,JobLevel,Department,DailyRate,HourlyRate,MonthlyIncome,MonthlyRate,PercentSalaryHike,NumCompaniesWorked,StandardHours,OverTime,TrainingTimesLastYear,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,35,Travel_Rarely,Divorced,22,3,3,Research & Development,1315,71,11996,19100,18,7,8,No,6,10,7,7,6,2
0,38,Travel_Rarely,Divorced,7,2,2,Sales,322,44,5605,19191,24,1,8,Yes,3,8,8,0,7,7
0,26,Travel_Frequently,Divorced,1,3,2,Research & Development,1479,84,6397,26767,20,1,8,No,6,6,6,5,1,4
0,50,Travel_Rarely,Divorced,4,1,5,Research & Development,797,96,19144,15815,14,3,8,No,4,28,10,4,1,6
0,53,Travel_Rarely,Married,3,4,4,Research & Development,1070,45,17584,21016,16,3,8,Yes,5,21,5,3,1,3
0,42,Travel_Rarely,Married,1,1,2,Sales,635,99,4907,24532,25,1,8,No,3,20,20,16,11,6
0,29,Travel_Frequently,Single,2,2,2,Sales,442,44,4554,20260,18,1,8,No,3,10,10,7,0,9
0,55,Travel_Rarely,Married,20,2,2,Research & Development,147,37,5415,15972,19,3,8,Yes,4,12,10,7,0,8
0,26,Travel_Frequently,Married,11,2,2,Research & Development,496,60,4741,22722,13,1,8,Yes,3,5,5,3,3,3
0,37,Travel_Rarely,Single,1,3,1,Research & Development,1372,42,2115,15881,12,1,8,No,3,17,17,12,5,7
0,38,Travel_Rarely,Divorced,23,4,2,Research & Development,688,82,5745,18899,14,9,8,No,2,10,2,2,1,2
0,28,Travel_Rarely,Single,8,2,1,Research & Development,1117,66,3310,4488,21,1,8,No,3,5,5,3,0,2
0,49,Travel_Frequently,Single,10,4,5,Research & Development,636,35,18665,25594,11,9,8,Yes,4,22,3,2,1,2
0,36,Travel_Rarely,Single,3,3,2,Research & Development,506,30,4485,26285,12,4,8,No,2,10,8,0,7,7
0,31,Travel_Frequently,Divorced,5,3,1,Sales,444,84,2789,3909,11,1,8,No,5,2,2,2,2,2
0,37,Travel_Frequently,Married,9,3,1,Research & Development,889,53,2326,11411,12,1,8,Yes,3,4,4,2,1,2
0,42,Travel_Frequently,Married,26,3,4,Sales,555,77,13525,14864,14,5,8,No,2,23,20,4,4,8
0,35,Travel_Rarely,Married,16,3,3,Sales,1232,96,8020,5100,15,0,8,No,3,12,11,9,6,9
0,36,Travel_Frequently,Married,18,4,1,Research & Development,566,81,3688,7122,18,4,8,No,2,4,1,0,0,0
0,51,Travel_Rarely,Divorced,2,3,2,Research & Development,1302,84,5482,16321,18,5,8,No,3,13,4,1,1,2
0,41,Travel_Rarely,Single,2,4,4,Sales,334,88,16015,15896,19,1,8,No,2,22,22,10,0,4
0,18,Travel_Rarely,Single,10,3,1,Sales,812,69,1200,9724,12,1,8,No,2,0,0,0,0,0
0,28,Travel_Rarely,Single,16,2,2,Research & Development,1476,68,5661,4824,19,0,8,No,2,9,8,3,0,7
0,31,Travel_Rarely,Married,7,3,2,Sales,218,100,6929,12241,11,4,8,No,3,10,8,7,7,7
0,39,Travel_Rarely,Divorced,1,3,3,Research & Development,1132,48,9613,10942,17,0,8,No,5,19,18,10,3,7
0,36,Non-Travel,Married,24,4,2,Research & Development,1105,47,5674,6927,15,7,8,No,3,11,9,8,0,8
0,32,Travel_Rarely,Married,7,3,2,Sales,906,91,5484,16985,14,1,8,No,3,13,13,8,4,8
0,38,Travel_Rarely,Married,25,2,3,Research & Development,849,81,12061,26707,17,3,8,No,2,19,10,8,0,1
0,58,Non-Travel,Divorced,1,4,2,Research & Development,390,32,5660,17056,13,2,8,Yes,2,12,5,3,1,2
0,31,Travel_Rarely,Married,5,4,1,Research & Development,691,86,4821,10077,12,0,8,Yes,4,6,5,2,0,3
0,31,Travel_Rarely,Married,2,3,2,Human Resources,106,62,6410,17822,12,3,8,No,1,9,2,2,1,0
0,45,Travel_Frequently,Divorced,7,3,3,Research & Development,1249,97,5210,20308,18,1,8,No,2,24,24,9,9,11
0,31,Travel_Rarely,Divorced,2,4,1,Research & Development,192,32,2695,7747,18,0,8,Yes,2,3,2,2,2,2
0,33,Travel_Frequently,Married,5,4,3,Research & Development,553,74,11878,23364,11,6,8,No,2,12,10,6,8,8
0,39,Travel_Rarely,Married,10,1,4,Research & Development,117,99,17068,5355,14,1,8,Yes,3,21,21,9,11,10
0,43,Travel_Frequently,Single,10,4,1,Research & Development,185,33,2455,10675,19,0,8,No,5,9,8,7,1,7
0,49,Travel_Rarely,Single,1,2,4,Research & Development,1091,90,13964,17810,12,7,8,Yes,2,25,7,1,0,7
0,27,Travel_Rarely,Single,5,3,1,Research & Development,1220,85,2478,20938,12,1,8,Yes,2,4,4,3,1,2
0,32,Travel_Rarely,Married,8,2,2,Sales,588,65,5228,24624,11,1,8,Yes,2,13,13,12,11,9
0,27,Travel_Rarely,Single,2,3,2,Sales,1377,74,4478,5242,11,1,8,Yes,3,5,5,4,0,4
0,31,Travel_Rarely,Divorced,7,3,2,Sales,691,73,7547,7143,12,4,8,No,3,13,7,7,1,7
0,32,Travel_Rarely,Single,2,4,2,Research & Development,1018,74,5055,10557,16,7,8,No,0,10,7,7,0,7
0,30,Travel_Rarely,Married,28,2,2,Research & Development,1275,64,5775,11934,13,1,8,No,2,11,10,8,1,9
0,31,Travel_Frequently,Married,7,2,3,Research & Development,798,48,8943,14034,24,1,8,No,2,10,10,9,8,9
0,39,Travel_Frequently,Married,7,2,5,Research & Development,672,54,19272,21141,15,1,8,No,2,21,21,9,13,3
0,33,Travel_Frequently,Single,10,3,2,Sales,508,46,4682,4317,14,3,8,No,6,9,7,7,0,1
0,47,Travel_Rarely,Married,5,5,5,Research & Development,1482,42,18300,16375,11,4,8,No,2,21,3,2,1,1
0,43,Travel_Frequently,Divorced,10,4,2,Research & Development,559,82,5257,6227,11,1,8,No,3,9,9,7,0,0
0,27,Non-Travel,Married,1,1,2,Sales,210,73,6349,22107,13,0,8,Yes,0,6,5,4,1,4
0,54,Travel_Frequently,Single,20,4,2,Research & Development,928,31,4869,16885,12,3,8,No,4,20,4,3,0,3
0,43,Travel_Rarely,Married,7,3,3,Research & Development,1001,43,9985,9262,16,8,8,No,1,10,1,0,0,0
0,45,Travel_Rarely,Married,8,4,2,Research & Development,549,75,3697,9278,14,9,8,No,3,12,10,9,9,8
0,40,Travel_Rarely,Married,1,2,2,Sales,1124,57,7457,13273,22,2,8,Yes,2,6,4,3,0,2
0,29,Travel_Rarely,Single,9,5,1,Research & Development,738,30,3983,7621,17,0,8,No,2,4,3,2,2,2
0,30,Travel_Rarely,Divorced,5,3,2,Sales,570,30,6118,5431,13,1,8,No,2,10,10,9,1,2
0,27,Travel_Rarely,Married,8,4,2,Sales,1130,56,6214,3415,18,1,8,No,3,8,8,7,0,7
0,37,Travel_Rarely,Divorced,5,2,2,Research & Development,1192,61,6347,23177,16,7,8,No,2,8,6,2,0,4
0,38,Travel_Rarely,Divorced,15,2,3,Research & Development,343,92,11510,15682,14,0,8,Yes,3,12,11,10,2,9
0,31,Travel_Rarely,Single,7,4,3,Research & Development,1232,39,7143,25713,14,1,8,Yes,2,11,11,9,4,10
0,29,Travel_Rarely,Divorced,10,1,2,Sales,144,39,8268,11866,14,1,8,Yes,2,7,7,7,1,7
0,35,Travel_Rarely,Single,5,4,3,Research & Development,1296,62,8095,18264,13,0,8,No,5,17,16,6,0,13
0,23,Travel_Rarely,Divorced,26,1,1,Research & Development,1309,83,2904,16092,12,1,8,No,2,4,4,2,0,2
0,41,Travel_Rarely,Single,6,3,2,Research & Development,483,95,6032,10110,15,6,8,Yes,3,8,5,4,1,2
0,47,Travel_Frequently,Single,4,1,2,Sales,1309,99,2976,25751,19,3,8,No,3,5,0,0,0,0
0,42,Travel_Rarely,Single,23,5,4,Research & Development,810,44,15992,15901,14,2,8,No,2,16,1,0,0,0
0,29,Non-Travel,Married,2,3,2,Sales,746,61,4649,16928,14,1,8,No,3,4,4,3,0,2
0,42,Travel_Rarely,Divorced,2,1,1,Human Resources,544,52,2696,24017,11,0,8,Yes,5,4,3,2,1,0
0,32,Travel_Rarely,Married,2,3,1,Research & Development,1062,75,2370,3956,13,1,8,No,4,8,8,0,0,7
0,48,Travel_Rarely,Married,29,1,3,Sales,530,91,12504,23978,21,3,8,No,3,15,0,0,0,0
0,37,Travel_Rarely,Divorced,6,3,2,Research & Development,1319,51,5974,17001,13,4,8,Yes,2,13,7,7,6,7
0,30,Non-Travel,Married,25,2,2,Sales,641,85,4736,6069,12,7,8,Yes,2,4,2,2,2,2
0,26,Travel_Rarely,Married,1,3,2,Sales,933,57,5296,20156,17,1,8,No,3,8,8,7,7,7
0,42,Travel_Rarely,Single,2,4,2,Research & Development,1332,98,6781,17078,23,3,8,No,6,14,1,0,0,0
0,36,Non-Travel,Single,1,5,2,Sales,845,45,6653,15276,15,4,8,No,6,7,1,0,0,0
0,36,Travel_Frequently,Married,3,4,3,Sales,541,48,9699,7246,11,4,8,No,2,16,13,9,1,12
0,57,Travel_Rarely,Married,1,4,2,Research & Development,593,88,6755,2967,11,2,8,No,2,15,3,2,1,2
0,40,Travel_Rarely,Married,10,4,1,Research & Development,1171,46,2213,22495,13,3,8,Yes,3,10,7,7,1,7
0,21,Non-Travel,Single,9,2,1,Sales,895,39,2610,2851,24,1,8,No,3,3,3,2,2,2
0,37,Travel_Rarely,Married,10,3,1,Research & Development,921,98,3452,17663,20,6,8,No,3,17,5,4,0,3
0,46,Non-Travel,Married,7,4,2,Research & Development,1144,30,5258,16044,14,2,8,No,2,7,1,0,0,0
0,50,Travel_Rarely,Single,10,3,3,Research & Development,1046,100,10496,2755,15,6,8,No,2,20,4,3,1,3
0,31,Travel_Rarely,Single,9,4,1,Research & Development,408,42,2657,7551,16,0,8,Yes,5,3,2,2,2,2
0,29,Travel_Rarely,Single,23,3,1,Research & Development,1283,54,2201,18168,16,9,8,No,4,6,3,2,1,2
0,35,Travel_Rarely,Single,9,4,2,Research & Development,755,97,6540,19394,19,9,8,No,5,10,1,1,0,0
0,27,Travel_Rarely,Divorced,1,2,1,Research & Development,1469,82,3816,17881,11,1,8,No,2,5,5,2,0,4
0,28,Travel_Rarely,Single,9,4,2,Sales,304,92,5253,20750,16,1,8,No,1,7,7,5,0,7
0,49,Travel_Rarely,Single,7,3,3,Research & Development,1261,31,10965,12066,24,8,8,No,2,26,5,2,0,0
0,51,Travel_Rarely,Married,14,2,2,Sales,1178,87,4936,14862,11,4,8,No,2,18,7,7,0,7
0,36,Travel_Rarely,Married,2,3,1,Research & Development,329,96,2543,11868,13,4,8,No,3,6,2,2,2,2
0,55,Travel_Rarely,Single,2,3,4,Research & Development,1311,97,16659,23258,13,2,8,Yes,2,30,5,4,1,2
0,24,Travel_Rarely,Divorced,10,4,2,Sales,1371,77,4260,5915,12,1,8,Yes,2,5,5,2,0,3
0,30,Travel_Rarely,Married,2,1,1,Sales,202,72,2476,17434,18,1,8,No,3,1,1,0,0,0
0,22,Travel_Rarely,Married,11,3,1,Research & Development,253,43,2244,24440,13,1,8,No,1,2,2,1,1,2
0,36,Travel_Rarely,Married,2,2,3,Sales,164,61,7596,3809,13,1,8,No,2,10,10,9,9,0
0,37,Travel_Rarely,Divorced,14,3,1,Research & Development,1107,95,3034,26914,12,1,8,No,2,18,18,7,12,17
0,40,Travel_Rarely,Divorced,2,2,2,Sales,759,46,5715,22553,12,7,8,No,5,8,5,4,1,3
0,42,Travel_Rarely,Divorced,1,4,1,Research & Development,201,95,2576,20490,16,3,8,No,5,8,5,2,1,2
0,37,Travel_Rarely,Single,10,4,2,Research & Development,1305,49,4197,21123,12,2,8,Yes,2,18,1,0,0,1
0,43,Travel_Rarely,Divorced,12,3,4,Research & Development,982,59,14336,4345,11,1,8,No,3,25,25,10,3,9
0,40,Travel_Rarely,Married,2,3,2,Research & Development,555,78,3448,13436,22,6,8,No,3,20,1,0,0,0
0,54,Travel_Rarely,Married,5,2,5,Research & Development,821,86,19406,8509,11,4,8,No,4,24,4,2,1,2
0,34,Non-Travel,Married,4,4,2,Sales,1381,72,6538,12740,15,9,8,No,3,6,3,2,1,2
0,31,Travel_Rarely,Married,7,2,2,Research & Development,480,31,4306,4156,12,1,8,No,5,13,13,10,3,12
0,43,Travel_Frequently,Married,21,3,1,Research & Development,313,61,2258,15238,20,7,8,No,1,8,3,2,1,2
0,43,Travel_Rarely,Divorced,8,4,2,Research & Development,1473,74,4522,2227,14,4,8,Yes,3,8,5,2,0,2
0,25,Travel_Rarely,Single,4,2,2,Sales,891,99,4487,12090,11,1,8,Yes,3,5,5,4,1,3
0,37,Non-Travel,Married,25,5,2,Research & Development,1063,72,4449,23866,15,3,8,Yes,2,15,13,11,10,7
0,31,Travel_Rarely,Married,1,2,1,Research & Development,329,98,2218,16193,12,1,8,No,3,4,4,2,3,2
0,39,Travel_Frequently,Divorced,1,1,5,Research & Development,1218,52,19197,8213,14,1,8,Yes,3,21,21,8,1,6
0,56,Travel_Frequently,Married,6,3,4,Sales,906,86,13212,18256,11,9,8,No,0,36,7,7,7,7
0,30,Travel_Rarely,Single,12,3,2,Sales,1082,83,6577,19558,11,0,8,No,6,6,5,4,4,4
0,41,Travel_Rarely,Married,1,3,3,Sales,645,49,8392,19566,16,1,8,No,2,10,10,7,0,7
0,28,Travel_Rarely,Divorced,17,2,2,Research & Development,1300,79,4558,13535,12,1,8,No,2,10,10,0,1,8
0,52,Travel_Rarely,Married,3,3,3,Research & Development,319,39,7969,19609,14,2,8,Yes,4,28,5,4,0,4
0,45,Travel_Rarely,Married,10,2,1,Research & Development,192,69,2654,9655,21,3,8,No,3,8,2,2,0,2
0,52,Travel_Rarely,Married,4,2,4,Research & Development,1490,30,16555,10310,13,2,8,No,2,31,5,2,1,4
0,42,Travel_Frequently,Divorced,29,2,2,Research & Development,532,92,4556,12932,11,2,8,No,3,19,5,4,0,2
0,30,Travel_Rarely,Single,2,3,2,Research & Development,317,43,6091,24793,20,2,8,No,2,11,5,4,0,2
0,60,Travel_Rarely,Married,7,3,5,Research & Development,422,41,19566,3854,11,5,8,No,5,33,29,8,11,10
0,46,Travel_Rarely,Divorced,18,3,2,Research & Development,1485,87,4810,26314,14,2,8,No,5,19,10,7,0,8
0,42,Travel_Frequently,Married,28,4,2,Research & Development,1368,88,4523,4386,11,0,8,No,4,7,6,5,0,4
0,38,Travel_Frequently,Married,2,2,1,Research & Development,1490,42,1702,12106,23,1,8,Yes,3,1,1,0,0,0
0,40,Travel_Rarely,Married,2,4,5,Sales,1398,79,18041,13022,14,0,8,No,2,21,20,15,1,12
0,26,Travel_Rarely,Divorced,23,3,1,Research & Development,1349,90,2886,3032,22,1,8,No,3,3,3,2,0,2
0,30,Non-Travel,Married,3,3,1,Research & Development,1400,53,2097,16734,15,4,8,No,3,9,5,3,1,4
0,29,Travel_Rarely,Married,3,4,3,Research & Development,986,93,11935,21526,18,1,8,No,2,10,10,2,0,7
0,30,Non-Travel,Married,22,4,3,Sales,1398,69,8412,2890,11,0,8,No,3,10,9,8,7,8
0,57,Travel_Rarely,Divorced,29,3,4,Sales,210,56,14118,22102,12,3,8,No,3,32,1,0,0,0
0,50,Travel_Rarely,Married,29,4,4,Research & Development,1099,88,17046,9314,15,0,8,No,2,28,27,10,15,7
0,30,Non-Travel,Single,2,3,1,Research & Development,1116,49,2564,7181,14,0,8,No,2,12,11,7,6,7
0,60,Travel_Frequently,Married,28,3,3,Sales,1499,80,10266,2845,19,4,8,No,5,22,18,13,13,11
0,47,Travel_Rarely,Divorced,2,2,2,Research & Development,983,65,5070,7389,13,5,8,No,2,20,5,0,0,4
0,46,Travel_Rarely,Married,2,3,4,Research & Development,1009,51,17861,2288,13,6,8,No,2,26,3,2,0,1
0,35,Travel_Rarely,Single,22,3,1,Research & Development,144,46,4230,19225,15,0,8,No,2,6,5,4,4,3
0,54,Travel_Rarely,Single,8,4,2,Research & Development,548,42,3780,23428,11,7,8,No,3,19,1,0,0,0
0,34,Travel_Rarely,Divorced,2,4,1,Research & Development,1303,62,2768,8416,12,3,8,No,3,14,7,3,5,7
0,46,Travel_Rarely,Married,10,3,3,Sales,1125,94,9071,11563,19,2,8,Yes,3,15,3,2,1,2
0,31,Travel_Rarely,Divorced,9,1,3,Research & Development,1274,33,10648,14394,25,1,8,No,6,13,13,8,0,8
0,30,Travel_Rarely,Single,7,1,1,Sales,413,57,2983,18398,14,0,8,No,3,4,3,2,1,2
0,35,Travel_Rarely,Married,16,3,3,Research & Development,1276,72,7632,14295,12,4,8,Yes,2,10,8,7,0,0
0,42,Travel_Frequently,Married,5,2,1,Research & Development,1474,97,2093,9260,17,4,8,No,4,8,2,2,2,0
0,36,Non-Travel,Single,10,4,3,Sales,635,32,9980,15318,14,1,8,No,3,10,10,3,9,7
0,48,Travel_Rarely,Married,2,5,2,Sales,163,37,4051,19658,14,2,8,No,2,14,9,7,6,7
0,55,Travel_Rarely,Single,18,5,4,Sales,1117,83,16835,9873,23,3,8,No,2,37,10,9,7,7
0,41,Non-Travel,Single,10,2,2,Sales,267,56,6230,13430,14,7,8,No,3,16,14,3,1,10
0,35,Travel_Rarely,Married,1,3,2,Sales,619,85,4717,18659,11,9,8,No,2,15,11,9,6,9
0,40,Travel_Rarely,Single,6,3,4,Research & Development,302,75,13237,20364,15,7,8,No,3,22,20,6,5,13
0,39,Travel_Frequently,Married,8,1,1,Research & Development,443,48,3755,17872,11,1,8,No,3,8,8,3,0,7
0,31,Travel_Rarely,Single,2,1,2,Sales,828,77,6582,8346,13,4,8,Yes,2,10,6,5,0,5
0,42,Travel_Rarely,Married,24,3,3,Research & Development,319,56,7406,6950,21,1,8,Yes,5,10,10,9,5,8
0,45,Travel_Rarely,Married,2,3,2,Sales,561,61,4805,16177,19,0,8,No,3,9,8,7,3,7
0,29,Travel_Rarely,Divorced,19,3,2,Research & Development,232,34,4262,22645,12,4,8,No,2,8,3,2,1,2
0,33,Travel_Rarely,Divorced,1,5,4,Research & Development,922,95,16184,22578,19,4,8,No,2,10,6,1,0,5
0,31,Travel_Rarely,Divorced,7,3,3,Sales,688,44,11557,25291,21,9,8,No,3,10,5,4,0,1
0,40,Non-Travel,Divorced,28,3,3,Sales,1094,58,10932,11373,15,3,8,No,2,20,1,0,0,1
0,41,Non-Travel,Single,2,4,2,Research & Development,509,62,6811,2112,17,2,8,Yes,3,10,8,7,0,7
0,26,Travel_Rarely,Divorced,29,2,2,Sales,775,45,4306,4267,12,5,8,No,5,8,0,0,0,0
0,35,Travel_Rarely,Single,1,3,2,Sales,195,80,4859,6698,16,1,8,No,3,5,5,4,0,3
0,34,Travel_Rarely,Single,21,4,2,Sales,258,74,5337,19921,12,1,8,No,3,10,10,7,5,7
0,37,Travel_Rarely,Single,1,3,3,Research & Development,799,59,7491,23848,17,4,8,No,3,12,6,5,1,2
0,46,Travel_Frequently,Married,18,1,3,Research & Development,1034,86,10527,8984,11,5,8,No,3,28,2,2,1,2
0,41,Travel_Rarely,Married,2,5,4,Sales,1276,91,16595,5626,16,7,8,No,2,22,18,16,11,8
0,37,Non-Travel,Divorced,9,4,3,Sales,142,69,8834,24666,13,1,8,No,6,9,9,5,7,7
0,52,Travel_Rarely,Divorced,6,2,2,Research & Development,956,78,5577,22087,12,3,8,Yes,3,18,10,9,6,9
0,24,Travel_Frequently,Married,24,3,1,Sales,535,38,2400,5530,13,0,8,No,3,3,2,2,2,1
0,38,Travel_Rarely,Married,10,3,2,Research & Development,1495,76,9824,22174,19,3,8,No,4,18,1,0,0,0
0,37,Travel_Rarely,Married,1,4,2,Research & Development,446,65,6447,15701,12,6,8,No,2,8,6,5,4,3
0,49,Travel_Rarely,Divorced,18,4,5,Research & Development,1245,58,19502,2125,17,1,8,Yes,5,31,31,9,0,9
0,24,Travel_Rarely,Married,23,3,1,Research & Development,691,89,2725,21630,11,1,8,Yes,3,6,6,5,1,4
0,26,Travel_Rarely,Married,28,2,2,Sales,703,66,6272,7428,20,1,8,No,5,6,5,3,1,4
0,24,Travel_Rarely,Married,17,2,1,Research & Development,823,94,2127,9100,21,1,8,No,2,1,1,0,0,0
0,50,Travel_Frequently,Married,3,3,5,Human Resources,1246,99,18200,7999,11,1,8,No,2,32,32,5,10,7
0,25,Travel_Rarely,Married,13,1,1,Sales,622,40,2096,26376,11,1,8,No,1,7,7,4,0,6
0,34,Travel_Rarely,Married,1,2,1,Research & Development,254,83,3622,22794,13,1,8,Yes,3,6,6,5,1,3
0,35,Travel_Rarely,Single,25,2,2,Research & Development,538,54,3681,14004,14,4,8,No,3,9,3,2,0,2
0,31,Travel_Rarely,Divorced,6,4,2,Sales,525,66,5460,6219,22,4,8,No,4,13,7,7,5,7
0,27,Travel_Rarely,Divorced,6,4,1,Research & Development,798,66,2187,5013,12,0,8,No,5,6,5,3,0,3
0,37,Travel_Rarely,Married,2,3,2,Sales,558,75,9602,3010,11,4,8,Yes,3,17,3,0,1,0
0,20,Travel_Rarely,Single,1,3,1,Research & Development,959,83,2836,11757,13,1,8,No,0,1,1,0,0,0
0,42,Travel_Rarely,Married,2,4,2,Research & Development,622,81,4089,5718,13,1,8,No,4,10,10,2,2,2
0,43,Travel_Rarely,Divorced,6,4,4,Research & Development,782,50,16627,2671,14,4,8,Yes,3,21,1,0,0,0
0,38,Travel_Rarely,Single,1,1,1,Research & Development,362,43,2619,14561,17,3,8,No,3,8,0,0,0,0
0,43,Travel_Frequently,Divorced,9,5,2,Research & Development,1001,72,5679,19627,13,3,8,Yes,3,10,8,7,4,7
0,48,Travel_Rarely,Married,1,4,4,Research & Development,1236,40,15402,17997,11,7,8,No,3,21,3,2,0,2
0,44,Travel_Rarely,Single,1,4,2,Human Resources,1112,50,5985,26894,11,4,8,No,1,10,2,2,0,2
0,34,Travel_Rarely,Divorced,14,3,1,Sales,204,31,2579,2912,18,1,8,Yes,3,8,8,2,0,6
0,21,Travel_Rarely,Single,22,1,1,Sales,1343,49,3447,24444,11,1,8,No,2,3,3,2,1,2
0,44,Travel_Rarely,Married,3,4,5,Research & Development,1315,35,19513,9358,12,4,8,Yes,2,26,2,2,0,1
0,22,Travel_Rarely,Married,6,1,1,Research & Development,604,69,2773,12145,20,0,8,No,3,3,2,2,2,2
0,33,Travel_Rarely,Divorced,8,4,2,Sales,1216,39,7104,20431,12,0,8,No,3,6,5,0,1,2
0,32,Travel_Rarely,Married,9,4,2,Research & Development,646,92,6322,18089,12,1,8,Yes,2,6,6,4,0,5
0,30,Travel_Frequently,Divorced,3,3,1,Research & Development,160,71,2083,22653,20,1,8,No,2,1,1,0,0,0
0,53,Travel_Rarely,Single,1,1,2,Sales,238,34,8381,7507,20,7,8,No,2,18,14,7,8,10
0,34,Travel_Rarely,Married,1,5,1,Research & Development,1397,42,2691,7660,12,1,8,No,4,10,10,9,8,8
0,26,Travel_Rarely,Married,6,3,1,Research & Development,991,71,2659,17759,13,1,8,Yes,2,3,3,2,0,2
0,37,Travel_Rarely,Married,3,3,3,Research & Development,482,36,9434,9606,15,1,8,No,2,10,10,7,7,8
0,29,Travel_Rarely,Married,3,2,2,Sales,1176,62,5561,3487,14,1,8,No,5,6,6,0,1,2
0,35,Travel_Rarely,Single,6,4,2,Research & Development,1017,82,6646,19368,13,1,8,No,3,17,17,11,11,8
0,33,Travel_Frequently,Divorced,6,3,2,Research & Development,1296,30,7725,5335,23,3,8,No,2,15,13,11,4,7
0,54,Travel_Rarely,Married,19,4,3,Human Resources,397,88,10725,6729,15,2,8,No,1,16,9,7,7,1
0,36,Travel_Rarely,Divorced,9,2,2,Research & Development,913,48,8847,13934,11,2,8,Yes,2,13,3,2,0,2
0,27,Travel_Rarely,Single,3,4,1,Research & Development,1115,54,2045,15174,13,0,8,No,0,5,4,2,1,1
0,35,Non-Travel,Married,3,3,1,Research & Development,727,41,1281,16900,18,1,8,No,3,1,1,0,0,0
0,23,Travel_Rarely,Married,4,3,1,Research & Development,885,58,2819,8544,16,2,8,No,3,5,3,2,0,2
0,25,Travel_Rarely,Married,8,3,2,Sales,810,57,4851,15678,22,0,8,No,4,4,3,2,1,2
0,38,Travel_Rarely,Single,7,4,2,Sales,243,46,4028,7791,20,0,8,No,2,8,7,7,0,5
0,29,Travel_Frequently,Divorced,1,4,1,Research & Development,806,76,2720,18959,18,1,8,No,5,10,10,7,2,8
0,48,Travel_Rarely,Married,2,1,2,Sales,817,56,8120,18597,12,3,8,No,3,12,2,2,2,2
0,27,Travel_Frequently,Divorced,3,1,2,Sales,1410,71,4647,16673,20,1,8,Yes,3,6,6,5,0,4
0,37,Travel_Rarely,Single,10,2,1,Research & Development,1225,80,4680,15232,17,3,8,No,2,4,1,0,0,0
0,50,Travel_Rarely,Married,28,1,1,Research & Development,1207,74,3221,3297,11,1,8,Yes,3,20,20,8,3,8
0,34,Travel_Rarely,Single,9,3,3,Research & Development,1442,46,8621,17654,14,1,8,No,3,9,8,7,7,7
0,39,Travel_Rarely,Single,2,4,2,Research & Development,408,80,4553,20978,11,1,8,No,4,20,20,7,11,10
0,32,Travel_Rarely,Single,10,3,2,Sales,929,55,5396,21703,12,1,8,No,2,10,10,7,0,8
0,38,Travel_Rarely,Single,1,4,2,Research & Development,827,33,7625,19383,13,0,8,No,4,10,9,7,1,8
0,27,Travel_Rarely,Married,1,2,3,Research & Development,608,68,7412,6009,11,1,8,No,3,9,9,7,0,7
0,32,Travel_Rarely,Single,3,2,3,Research & Development,1018,39,11159,19373,15,3,8,No,6,10,7,7,7,7
0,47,Travel_Rarely,Single,14,4,2,Sales,703,42,4960,11825,12,2,8,No,2,20,7,7,1,7
0,40,Travel_Frequently,Married,5,4,3,Sales,580,48,10475,23772,21,5,8,Yes,2,20,18,13,1,12
0,53,Travel_Rarely,Married,7,3,4,Research & Development,970,59,14814,13514,19,3,8,No,3,32,5,1,1,3
0,41,Travel_Rarely,Divorced,10,4,5,Human Resources,427,73,19141,8861,15,3,8,No,2,23,21,6,12,6
0,60,Travel_Rarely,Single,16,4,2,Sales,1179,84,5405,11924,14,8,8,No,1,10,2,2,2,2
0,27,Travel_Frequently,Divorced,10,2,3,Research & Development,294,32,8793,4809,21,1,8,No,4,9,9,7,1,7
0,41,Travel_Rarely,Married,1,3,5,Human Resources,314,59,19189,19562,12,1,8,No,3,22,22,7,2,10
0,50,Travel_Rarely,Married,8,4,1,Sales,316,54,3875,9983,15,7,8,No,2,4,2,2,2,2
0,36,Non-Travel,Married,8,3,3,Research & Development,427,63,11713,20335,14,9,8,No,2,10,8,7,0,5
0,38,Travel_Rarely,Single,1,3,3,Research & Development,168,81,7861,15397,14,4,8,Yes,4,10,1,0,0,0
0,44,Non-Travel,Single,24,3,1,Research & Development,381,49,3708,2104,14,2,8,No,5,9,5,2,1,4
0,47,Travel_Frequently,Divorced,3,3,4,Sales,217,49,13770,10225,12,9,8,Yes,2,28,22,2,11,13
0,30,Travel_Rarely,Divorced,27,5,2,Sales,501,99,5304,25275,23,7,8,No,2,10,8,7,7,7
0,29,Travel_Rarely,Single,10,3,1,Sales,1396,99,2642,2755,11,1,8,No,6,1,1,0,0,0
0,43,Travel_Frequently,Married,15,3,2,Sales,775,47,6804,23683,18,3,8,No,5,7,2,2,2,2
0,34,Travel_Rarely,Single,8,2,2,Research & Development,970,96,6142,7360,11,3,8,No,2,10,5,1,4,3
0,23,Travel_Rarely,Married,9,1,1,Research & Development,650,37,2500,4344,14,1,8,No,2,5,4,3,0,2
0,39,Travel_Rarely,Married,3,3,2,Human Resources,141,44,6389,18767,15,9,8,No,3,12,8,3,3,6
0,56,Travel_Rarely,Married,9,3,4,Research & Development,832,81,11103,20420,11,7,8,No,1,30,10,7,1,1
